"SKU","Price","Date"
1,109.49,"2011-10-20"
2,47,"2011-05-29"
2,41,"2011-05-29"
1,105,"2011-10-20"
2,48.02,"2011-10-20"
2,48.02,"2011-10-20"
1,116.81,"2011-05-29"
3,77.31,"2011-05-29"
2,48.95,"2011-10-20"
1,71.55,"2012-03-19"
2,49.95,"2011-10-20"
2,30,"2012-03-19"
1,125,"2011-10-20"
1,69.99,"2012-03-19"
2,37,"2012-03-19"
2,43,"2012-08-17"
3,73.34,"2012-08-17"
1,93.99,"2012-03-19"
2,40.3,"2012-08-17"
3,61.65,"2012-03-19"
3,46.8,"2012-03-19"
3,74.99,"2011-05-29"
1,112.99,"2011-05-30"
1,116.81,"2011-05-30"
1,112.27,"2012-08-17"
2,39.74,"2012-08-17"
3,77.35,"2012-08-17"
3,63.07,"2012-03-19"
2,42.83,"2012-03-19"
3,73.75,"2011-05-30"
3,75,"2011-05-30"
3,77.34,"2012-08-17"
3,65.92,"2011-10-21"
3,71.25,"2011-10-21"
1,116.81,"2011-05-30"
2,49,"2011-10-21"
3,47,"2012-03-19"
2,37,"2012-03-19"
3,73.74,"2011-05-30"
1,103.7,"2011-05-30"
3,70,"2012-08-17"
1,119,"2011-05-30"
1,124.73,"2011-10-21"
2,48.81,"2011-10-21"
1,121.12,"2011-10-21"
1,105.94,"2011-10-21"
2,41.17,"2012-03-19"
2,39.74,"2012-08-17"
2,47,"2011-05-30"
1,105,"2011-10-21"
2,48.02,"2011-10-21"
2,48.02,"2011-10-21"
2,31.07,"2012-03-19"
3,61.63,"2012-03-19"
2,48.95,"2011-10-21"
1,116.81,"2011-05-30"
3,77.31,"2011-05-30"
1,110.83,"2012-08-17"
3,73.34,"2012-08-17"
2,41,"2011-05-30"
2,43,"2012-08-17"
1,119.99,"2011-05-30"
1,112.27,"2012-08-17"
2,42.6,"2012-08-17"
1,110.83,"2012-08-17"
1,71.55,"2012-03-20"
2,37,"2012-03-20"
3,74.99,"2011-05-30"
1,125,"2011-10-21"
1,69.99,"2012-03-20"
1,104.99,"2011-10-22"
1,112.99,"2011-05-31"
1,116.81,"2011-05-31"
1,93.99,"2012-03-20"
1,104.99,"2011-10-22"
3,61.65,"2012-03-20"
3,46.68,"2012-03-20"
3,75,"2011-05-31"
3,65.92,"2011-10-22"
3,73.75,"2011-05-31"
1,105.63,"2011-10-22"
1,116.81,"2011-05-31"
3,71.25,"2011-10-22"
3,78.9,"2011-05-31"
1,116.81,"2011-05-31"
1,119,"2011-05-31"
2,49,"2011-10-22"
3,63.07,"2012-03-20"
2,47,"2011-05-31"
2,48.81,"2011-10-22"
2,35.5,"2011-05-31"
2,41.16,"2012-03-20"
1,116.81,"2011-05-31"
3,79.01,"2011-05-31"
2,46.98,"2012-03-20"
2,43,"2012-08-18"
2,37,"2012-03-20"
3,47,"2012-03-20"
1,105.63,"2011-10-22"
3,74.18,"2012-08-18"
1,105,"2011-10-22"
2,48.02,"2011-10-22"
2,48.02,"2011-10-22"
2,41.17,"2012-03-20"
2,49.95,"2011-10-22"
1,119.99,"2011-05-31"
1,134.95,"2012-08-18"
2,31.07,"2012-03-20"
2,39.74,"2012-08-18"
3,77.35,"2012-08-18"
1,104.99,"2011-10-23"
3,71.25,"2011-10-23"
3,65.92,"2011-10-23"
1,104.99,"2011-10-23"
1,112.99,"2011-06-01"
1,116.81,"2011-06-01"
3,75,"2011-06-01"
2,49,"2011-10-23"
2,39.74,"2012-08-18"
1,134.97,"2012-08-18"
3,75,"2012-08-18"
3,73.75,"2011-06-01"
3,61.63,"2012-03-20"
1,119.95,"2011-06-01"
1,116.81,"2011-06-01"
3,79.99,"2011-06-01"
1,124.73,"2011-10-23"
1,119,"2011-06-01"
1,110.83,"2012-08-18"
3,74.18,"2012-08-18"
2,48.81,"2011-10-23"
2,47,"2011-06-01"
2,37,"2012-03-21"
1,121.12,"2011-10-23"
2,43,"2012-08-18"
1,116.81,"2011-06-01"
3,82.45,"2011-06-01"
1,105,"2011-10-23"
2,48.02,"2011-10-23"
2,48.02,"2011-10-23"
2,45.88,"2011-06-01"
2,49.95,"2011-10-23"
1,102.28,"2012-08-18"
2,41.16,"2012-03-21"
3,77.35,"2012-08-18"
2,47.76,"2012-03-21"
2,46.98,"2012-03-21"
1,99,"2012-03-21"
2,42.62,"2012-08-18"
1,112.99,"2011-06-02"
1,116.81,"2011-06-02"
3,75,"2011-06-02"
2,42.99,"2011-06-02"
3,73.75,"2011-06-02"
3,47,"2012-03-21"
2,50.49,"2011-10-24"
1,116.81,"2011-06-02"
3,79.99,"2011-06-02"
1,115,"2011-06-02"
1,104.99,"2011-10-24"
3,65.89,"2011-10-24"
1,100,"2011-06-02"
1,108.29,"2011-06-02"
1,104.99,"2011-10-24"
3,71.25,"2011-10-24"
2,41.17,"2012-03-21"
2,49,"2011-10-24"
1,116.81,"2011-06-02"
3,80.33,"2011-06-02"
3,70.48,"2011-10-24"
1,124.73,"2011-10-24"
2,50.49,"2011-10-24"
2,45.48,"2011-06-02"
1,119.99,"2011-06-02"
3,70.48,"2011-10-24"
1,121.12,"2011-10-24"
1,110.83,"2012-08-18"
2,39.33,"2012-08-18"
3,74.18,"2012-08-19"
1,105,"2011-10-24"
2,48.02,"2011-10-24"
2,48.02,"2011-10-24"
2,40.3,"2012-08-19"
2,49.95,"2011-10-24"
1,134.95,"2012-08-19"
2,39.74,"2012-08-19"
3,77.35,"2012-08-19"
3,58.97,"2012-03-21"
1,125,"2011-06-03"
3,75,"2011-06-03"
2,42.99,"2011-06-03"
3,73.75,"2011-06-03"
1,121.55,"2011-06-03"
2,37,"2012-03-22"
3,61.65,"2012-03-22"
3,79.99,"2011-06-03"
2,44.44,"2011-06-03"
2,50.49,"2011-10-25"
1,104.99,"2011-10-25"
1,127,"2011-06-03"
1,129.25,"2011-06-03"
3,71.25,"2011-10-25"
3,81.12,"2011-06-03"
2,39.74,"2012-08-19"
3,75,"2012-08-19"
3,65.89,"2011-10-25"
1,104.99,"2011-10-25"
1,129.25,"2011-06-03"
2,49,"2011-10-25"
1,110.83,"2012-08-19"
3,74.18,"2012-08-19"
2,44.44,"2011-06-03"
2,41.16,"2012-03-22"
1,124.73,"2011-10-25"
3,70.48,"2011-10-25"
2,47.76,"2012-03-22"
2,46.98,"2012-03-22"
1,99,"2012-03-22"
2,50.49,"2011-10-25"
1,102.28,"2012-08-19"
3,47,"2012-03-22"
3,70.48,"2011-10-25"
1,121.12,"2011-10-25"
2,41.29,"2012-08-19"
1,125,"2011-06-04"
1,105,"2011-10-25"
2,48.02,"2011-10-25"
2,48.02,"2011-10-25"
2,49.95,"2011-10-25"
2,41.99,"2011-06-04"
3,75,"2011-06-04"
3,72.5,"2011-06-04"
3,79.99,"2011-06-04"
2,44.44,"2011-06-04"
1,127,"2011-06-04"
2,41.17,"2012-03-22"
1,129.25,"2011-06-04"
3,80.06,"2011-06-04"
3,58.97,"2012-03-22"
1,127.13,"2011-06-04"
2,44.44,"2011-06-04"
2,50.49,"2011-10-26"
3,71.25,"2011-10-26"
1,104.99,"2011-10-26"
1,104.99,"2011-10-26"
3,79.99,"2011-10-26"
2,49,"2011-10-26"
3,74.78,"2012-08-20"
2,40.3,"2012-08-20"
1,124.73,"2011-10-26"
2,50.49,"2011-10-26"
3,70.48,"2011-10-26"
1,121.12,"2011-10-26"
3,70.48,"2011-10-26"
1,125,"2011-06-05"
3,74.19,"2012-08-20"
2,42.62,"2011-06-05"
3,72.5,"2011-06-05"
2,41.46,"2012-08-20"
3,77.48,"2011-06-05"
2,39,"2011-06-05"
3,75,"2011-06-05"
1,105,"2011-10-26"
1,100,"2012-03-23"
1,127,"2011-06-05"
2,48.02,"2011-10-26"
2,48.02,"2011-10-26"
2,47.82,"2012-03-23"
1,104.99,"2011-10-26"
2,39.69,"2012-03-23"
2,49.95,"2011-10-26"
3,46.99,"2012-03-23"
2,39,"2011-06-05"
1,129.25,"2011-06-05"
3,61.65,"2012-03-23"
3,80.59,"2011-06-05"
2,39,"2011-06-05"
2,47.99,"2011-10-27"
1,127.13,"2011-06-05"
1,133.28,"2012-08-20"
1,105,"2012-03-23"
2,41.16,"2012-03-23"
2,50.49,"2011-10-27"
2,41.46,"2012-08-20"
3,75,"2012-08-20"
3,71.25,"2011-10-27"
1,104.99,"2011-10-27"
1,103.98,"2012-03-23"
1,104.99,"2011-10-27"
3,79.99,"2011-10-27"
2,47.76,"2012-03-23"
2,46.98,"2012-03-23"
2,49,"2011-10-27"
1,99,"2012-03-23"
1,110.83,"2012-08-20"
3,74.78,"2012-08-20"
3,47,"2012-03-23"
3,70.48,"2011-10-27"
1,124.73,"2011-10-27"
2,50.49,"2011-10-27"
1,121.12,"2011-10-27"
2,41.17,"2012-03-23"
1,125,"2011-06-06"
3,70.48,"2011-10-27"
2,42.62,"2011-06-06"
3,72.5,"2011-06-06"
3,75,"2011-06-06"
1,102.28,"2012-08-20"
1,105,"2011-10-27"
2,48.02,"2011-10-27"
1,120.77,"2011-10-27"
2,49.95,"2011-10-27"
1,104.99,"2011-10-27"
3,58.84,"2012-03-23"
2,48.95,"2011-10-27"
3,77.48,"2011-06-06"
2,41.4,"2012-08-20"
1,129.25,"2011-06-06"
1,127,"2011-06-06"
3,80.59,"2011-06-06"
2,44.94,"2011-06-06"
1,127.13,"2011-06-06"
1,134.99,"2011-06-06"
2,47.99,"2011-10-28"
1,100,"2012-03-24"
2,50.49,"2011-10-28"
2,41.17,"2012-03-24"
1,104.99,"2011-10-28"
1,135.34,"2011-06-07"
3,71.25,"2011-10-28"
2,39.69,"2012-03-24"
1,135,"2011-06-07"
3,46.99,"2012-03-24"
3,61.65,"2012-03-24"
2,49,"2011-10-28"
2,42.62,"2011-06-07"
3,72.5,"2011-06-07"
1,104.99,"2011-10-28"
3,75,"2011-06-07"
3,70.48,"2011-10-28"
1,124.73,"2011-10-28"
2,50.49,"2011-10-28"
3,77.48,"2011-06-07"
1,105,"2012-03-24"
1,121.12,"2011-10-28"
2,43,"2012-08-21"
2,41,"2011-06-07"
2,41.16,"2012-03-24"
1,127,"2011-06-07"
1,103.98,"2012-03-24"
3,70.48,"2011-10-28"
2,47.76,"2012-03-24"
2,46.98,"2012-03-24"
1,99,"2012-03-24"
3,74.78,"2012-08-21"
3,47,"2012-03-24"
2,40.3,"2012-08-21"
1,105,"2011-10-28"
2,48.02,"2011-10-28"
1,129.25,"2011-06-07"
2,48.95,"2011-10-28"
1,120.77,"2011-10-28"
3,80.04,"2011-06-07"
2,49.95,"2011-10-28"
1,127.13,"2011-06-07"
2,44.94,"2011-06-07"
2,47.82,"2012-03-24"
3,58.84,"2012-03-24"
2,47.99,"2011-10-29"
2,41.46,"2012-08-21"
2,50.49,"2011-10-29"
1,104.99,"2011-10-29"
3,71.25,"2011-10-29"
1,135.34,"2011-06-08"
1,135,"2011-06-08"
1,99.95,"2011-10-29"
2,52.51,"2011-10-29"
2,49,"2011-10-29"
2,42.62,"2011-06-08"
3,72.5,"2011-06-08"
3,75,"2011-06-08"
1,99.94,"2011-10-29"
3,70.48,"2011-10-29"
2,50.49,"2011-10-29"
3,77.48,"2011-06-08"
2,41,"2011-06-08"
1,121.12,"2011-10-29"
1,127,"2011-06-08"
3,70.48,"2011-10-29"
1,129.25,"2011-06-08"
1,100,"2012-03-25"
3,80.04,"2011-06-08"
1,127.13,"2011-06-08"
1,105,"2011-10-29"
2,44.94,"2011-06-08"
1,120.77,"2011-10-29"
2,48.02,"2011-10-29"
1,127.6,"2012-08-21"
2,52.01,"2011-10-29"
2,49.95,"2011-10-29"
2,39.69,"2012-03-25"
2,41.46,"2012-08-21"
3,75,"2012-08-21"
3,46.99,"2012-03-25"
1,110.83,"2012-08-21"
3,74.78,"2012-08-21"
2,43,"2012-08-21"
3,61.65,"2012-03-25"
2,41.16,"2012-03-25"
1,105,"2012-03-25"
1,100.97,"2012-03-25"
2,47.76,"2012-03-25"
2,46.98,"2012-03-25"
2,47.99,"2011-10-30"
1,99,"2012-03-25"
3,47,"2012-03-25"
2,50.49,"2011-10-30"
2,41.4,"2012-08-21"
1,108.18,"2012-03-25"
3,71.25,"2011-10-30"
1,104.99,"2011-10-30"
2,52.51,"2011-10-30"
2,49,"2011-10-30"
1,124.73,"2011-10-30"
3,70.48,"2011-10-30"
3,77.49,"2011-06-08"
1,135.34,"2011-06-12"
1,135,"2011-06-12"
1,121.12,"2011-10-30"
2,50.49,"2011-10-30"
2,41.17,"2012-03-25"
3,60.74,"2012-03-25"
3,70.48,"2011-10-30"
3,72,"2011-06-12"
3,75,"2011-06-12"
3,72.5,"2011-06-12"
2,52.01,"2011-10-30"
1,105,"2011-10-30"
2,48.02,"2011-10-30"
3,79.94,"2011-06-12"
1,135,"2012-08-22"
2,40.2,"2012-08-22"
3,58.84,"2012-03-25"
1,120.77,"2011-10-30"
2,49.95,"2011-10-30"
1,129.25,"2011-06-12"
1,136,"2012-08-22"
3,74.78,"2012-08-22"
1,135,"2012-08-22"
3,78.77,"2011-06-12"
1,127.48,"2011-06-12"
1,127.13,"2011-06-12"
2,41.46,"2012-08-22"
2,44.94,"2011-06-12"
1,136,"2012-08-22"
1,130.95,"2012-08-22"
1,135,"2012-08-22"
1,135.34,"2011-06-14"
1,135,"2011-06-14"
2,47.99,"2011-10-31"
3,72,"2011-06-14"
2,50.49,"2011-10-31"
3,72.5,"2011-06-14"
1,100,"2012-03-26"
3,71.25,"2011-10-31"
3,79.94,"2011-06-14"
3,75,"2011-06-14"
1,104.99,"2011-10-31"
2,40.19,"2012-08-22"
3,76.99,"2012-08-22"
2,52.51,"2011-10-31"
2,42,"2011-10-31"
2,39.69,"2012-03-26"
2,41.17,"2012-03-26"
3,70.48,"2011-10-31"
1,129.25,"2011-06-14"
1,124.73,"2011-10-31"
2,50.49,"2011-10-31"
3,46.99,"2012-03-26"
3,61.65,"2012-03-26"
2,41.46,"2012-08-22"
1,121.12,"2011-10-31"
3,79.84,"2011-06-14"
3,70.48,"2011-10-31"
1,136.81,"2012-08-22"
2,44.94,"2011-06-14"
3,74.78,"2012-08-22"
1,127.48,"2011-06-14"
1,105,"2011-10-31"
2,48.02,"2011-10-31"
2,52.01,"2011-10-31"
1,105,"2012-03-26"
1,127.13,"2011-06-14"
2,43,"2012-08-22"
1,120.77,"2011-10-31"
2,41.16,"2012-03-26"
1,100.97,"2012-03-26"
2,47.76,"2012-03-26"
2,46.98,"2012-03-26"
1,99.99,"2011-10-31"
2,49.95,"2011-10-31"
3,74.01,"2012-08-22"
1,99,"2012-03-26"
3,47,"2012-03-26"
3,80,"2012-08-22"
1,108.18,"2012-03-26"
2,40.21,"2012-08-22"
1,136.81,"2012-08-22"
1,134.99,"2012-08-22"
2,47.82,"2012-03-26"
3,60.74,"2012-03-26"
1,135.34,"2011-06-15"
3,58.84,"2012-03-26"
1,135,"2011-06-15"
3,75,"2011-06-15"
3,72.5,"2011-06-15"
3,72,"2011-06-15"
2,47.99,"2011-11-01"
2,50.49,"2011-11-01"
1,129.25,"2011-06-15"
1,104.99,"2011-11-01"
3,79.62,"2011-06-15"
2,44.94,"2011-06-15"
1,127.13,"2011-06-15"
1,110,"2011-06-15"
3,71.25,"2011-11-01"
1,103.98,"2011-11-01"
2,52.51,"2011-11-01"
2,42,"2011-11-01"
1,127.13,"2011-06-15"
2,50.49,"2011-11-01"
1,116.32,"2011-11-01"
3,70.48,"2011-11-01"
3,70.48,"2011-11-01"
1,105,"2011-11-01"
2,48.02,"2011-11-01"
1,99.99,"2011-11-01"
2,49.95,"2011-11-01"
2,52.01,"2011-11-01"
1,100,"2012-03-27"
1,114.99,"2011-06-16"
2,39.69,"2012-03-27"
2,47.82,"2012-03-27"
1,120,"2011-06-16"
3,75,"2011-06-16"
3,72.5,"2011-06-16"
3,72,"2011-06-16"
3,46.99,"2012-03-27"
3,61.65,"2012-03-27"
3,72.5,"2011-06-16"
2,47.99,"2011-11-02"
1,104.99,"2011-11-02"
2,50.49,"2011-11-02"
1,108.38,"2012-03-27"
1,136.81,"2012-08-23"
1,129.25,"2011-06-16"
3,65,"2011-11-02"
1,99.9,"2011-11-02"
1,103.98,"2011-11-02"
3,71.25,"2011-11-02"
2,41.16,"2012-03-27"
3,77.2,"2011-06-16"
2,52.51,"2011-11-02"
2,42,"2011-11-02"
1,105,"2012-03-27"
3,70.48,"2011-11-02"
2,50.49,"2011-11-02"
2,43,"2012-08-23"
1,135,"2012-08-23"
3,81.58,"2012-08-23"
3,70.48,"2011-11-02"
2,39.35,"2012-08-23"
1,101.03,"2012-03-27"
2,43.75,"2012-08-23"
1,127.13,"2011-06-16"
2,47.76,"2012-03-27"
2,46.98,"2012-03-27"
1,135,"2012-08-23"
1,115,"2011-06-16"
3,47,"2012-03-27"
2,44.94,"2011-06-16"
1,105,"2011-11-02"
2,48.02,"2011-11-02"
1,108.18,"2012-03-27"
2,52.01,"2011-11-02"
2,41.17,"2012-03-27"
3,60.74,"2012-03-27"
1,99.99,"2011-11-02"
2,49.95,"2011-11-02"
2,42.35,"2012-08-23"
1,136,"2012-08-23"
1,130.43,"2012-08-23"
1,114.5,"2011-06-17"
1,120,"2011-06-17"
3,80.5,"2012-08-23"
3,72.5,"2011-06-17"
3,75,"2011-06-17"
3,72,"2011-06-17"
2,47.99,"2011-11-03"
2,50.49,"2011-11-03"
1,104.99,"2011-11-03"
3,72.5,"2011-06-17"
3,71.25,"2011-11-03"
3,76.99,"2012-08-23"
2,44.92,"2011-06-17"
1,99.9,"2011-11-03"
2,52.51,"2011-11-03"
2,42,"2011-11-03"
2,35.98,"2011-06-17"
1,127.13,"2011-06-17"
1,136,"2012-08-23"
1,114.25,"2011-06-17"
3,81.58,"2012-08-23"
2,50.49,"2011-11-03"
3,70.48,"2011-11-03"
3,58.84,"2012-03-27"
1,116.32,"2011-11-03"
2,43,"2012-08-23"
3,70.48,"2011-11-03"
1,105,"2011-11-03"
2,48.02,"2011-11-03"
3,46.94,"2012-03-28"
2,39.69,"2012-03-28"
1,104.99,"2011-11-03"
2,41.17,"2012-03-28"
2,45.39,"2011-11-03"
1,120,"2011-06-18"
1,99.99,"2011-11-03"
2,49.95,"2011-11-03"
1,114.5,"2011-06-18"
1,136.81,"2012-08-23"
3,75,"2011-06-18"
3,72.5,"2011-06-18"
1,112.37,"2012-03-28"
3,46.93,"2012-03-28"
3,72.5,"2011-06-18"
1,127,"2011-06-18"
2,44.92,"2011-06-18"
1,134.99,"2012-08-23"
2,43.75,"2012-08-23"
1,109.1,"2012-03-28"
3,78.47,"2011-06-18"
2,43.99,"2012-03-28"
1,112.37,"2012-03-28"
1,127.13,"2011-06-18"
2,35.98,"2011-06-18"
1,114.25,"2011-06-18"
1,107.09,"2012-03-28"
2,47.76,"2012-03-28"
2,46.98,"2012-03-28"
3,47,"2012-03-28"
1,108.18,"2012-03-28"
1,112.37,"2012-03-28"
2,47.82,"2012-03-28"
3,60.74,"2012-03-28"
1,104.99,"2011-11-04"
2,47.99,"2011-11-04"
2,50.49,"2011-11-04"
3,71.25,"2011-11-04"
2,52.51,"2011-11-04"
2,42,"2011-11-04"
3,70.48,"2011-11-04"
1,116.32,"2011-11-04"
1,99.9,"2011-11-04"
3,70.48,"2011-11-04"
2,50.49,"2011-11-04"
1,105,"2011-11-04"
2,48.02,"2011-11-04"
1,114.5,"2011-06-19"
1,120,"2011-06-19"
2,45.39,"2011-11-04"
1,104.99,"2011-11-04"
3,75,"2011-06-19"
3,72.5,"2011-06-19"
1,99.99,"2011-11-04"
2,49.95,"2011-11-04"
3,72.5,"2011-06-19"
1,127,"2011-06-19"
2,44.92,"2011-06-19"
3,58.84,"2012-03-28"
3,78.47,"2011-06-19"
1,127.13,"2011-06-19"
1,114.25,"2011-06-19"
2,35.98,"2011-06-19"
2,43,"2012-08-24"
1,69.99,"2012-08-24"
2,47.82,"2012-03-29"
3,46.94,"2012-03-29"
2,47.99,"2011-11-05"
1,112.55,"2012-03-29"
2,39.69,"2012-03-29"
2,39.35,"2012-08-24"
2,50.49,"2011-11-05"
3,46.93,"2012-03-29"
1,135,"2012-08-24"
3,75.04,"2012-08-24"
1,104.99,"2011-11-05"
3,71.25,"2011-11-05"
2,52.51,"2011-11-05"
2,42,"2011-11-05"
1,100.3,"2011-11-05"
3,82.35,"2012-08-24"
2,47.92,"2012-03-29"
2,53.4,"2011-11-05"
3,70.48,"2011-11-05"
2,50.49,"2011-11-05"
1,109.1,"2012-03-29"
1,109.1,"2012-03-29"
1,116.32,"2011-11-05"
2,53.4,"2011-11-05"
2,43.99,"2012-03-29"
1,99.98,"2011-11-05"
1,120,"2011-06-20"
1,112.55,"2012-03-29"
2,42.77,"2012-08-24"
3,70.48,"2011-11-05"
1,133.72,"2012-08-24"
1,114.5,"2011-06-20"
2,50.73,"2011-11-05"
1,105,"2011-11-05"
2,48.02,"2011-11-05"
1,133.72,"2012-08-24"
2,47.76,"2012-03-29"
2,46.98,"2012-03-29"
1,99.99,"2011-11-05"
2,49.95,"2011-11-05"
1,99.98,"2011-11-05"
3,47,"2012-03-29"
3,72.5,"2011-06-20"
3,75,"2011-06-20"
1,112.55,"2012-03-29"
1,112.55,"2012-03-29"
2,41.17,"2012-03-29"
3,60.74,"2012-03-29"
1,127,"2011-06-20"
3,79.83,"2012-08-24"
3,72.5,"2011-06-20"
3,58.84,"2012-03-29"
2,44.92,"2011-06-20"
3,78.47,"2011-06-20"
2,47.99,"2011-11-06"
2,35.98,"2011-06-20"
2,50.49,"2011-11-06"
1,114.25,"2011-06-20"
1,104.99,"2011-11-06"
3,76.99,"2012-08-24"
1,127.13,"2011-06-20"
3,71.25,"2011-11-06"
2,42.77,"2012-08-24"
2,52.51,"2011-11-06"
2,42,"2011-11-06"
1,99.98,"2011-11-06"
2,53.4,"2011-11-06"
1,133.72,"2012-08-24"
3,75.04,"2012-08-24"
2,50.49,"2011-11-06"
2,43,"2012-08-24"
1,116.32,"2011-11-06"
1,99.98,"2011-11-06"
3,70.48,"2011-11-06"
2,53.4,"2011-11-06"
1,105,"2011-11-06"
2,50.73,"2011-11-06"
1,120,"2011-06-21"
2,48.02,"2011-11-06"
1,99.98,"2011-11-06"
1,99.99,"2011-11-06"
2,49.95,"2011-11-06"
3,75,"2011-06-21"
2,47.82,"2012-03-30"
2,43.34,"2011-06-21"
2,39.69,"2012-03-30"
3,76.63,"2011-06-21"
1,127.55,"2011-06-21"
3,46.94,"2012-03-30"
1,112.55,"2012-03-30"
1,127,"2011-06-21"
2,44.92,"2011-06-21"
1,129.25,"2011-06-21"
3,76.63,"2011-06-21"
3,46.93,"2012-03-30"
3,79,"2011-06-21"
3,80.86,"2011-06-21"
2,47.92,"2012-03-30"
2,43.34,"2011-06-21"
2,47.99,"2011-11-07"
1,109.1,"2012-03-30"
2,50.49,"2011-11-07"
1,106.04,"2012-03-30"
2,43.99,"2012-03-30"
1,99.98,"2011-11-07"
1,127.13,"2011-06-21"
1,126.99,"2011-06-21"
1,99.98,"2011-11-07"
1,112.55,"2012-03-30"
3,71.25,"2011-11-07"
2,52.51,"2011-11-07"
2,42,"2011-11-07"
2,47.76,"2012-03-30"
2,46.98,"2012-03-30"
3,47,"2012-03-30"
2,50.49,"2011-11-07"
1,120,"2011-06-22"
1,116.32,"2011-11-07"
2,43.34,"2011-06-22"
3,75,"2011-06-22"
1,104.99,"2011-11-07"
3,70.48,"2011-11-07"
2,53.4,"2011-11-07"
1,105,"2011-11-07"
2,41.17,"2012-03-30"
2,48.02,"2011-11-07"
2,44.5,"2011-06-22"
1,133.72,"2012-08-25"
3,77.44,"2011-06-22"
2,45.39,"2011-11-07"
3,60.74,"2012-03-30"
1,112.55,"2012-03-30"
1,99.98,"2011-11-07"
1,102.99,"2012-03-30"
1,127,"2011-06-22"
2,40,"2011-06-22"
1,99.99,"2011-11-07"
2,49.95,"2011-11-07"
3,77.44,"2011-06-22"
3,80.94,"2011-06-22"
1,129.25,"2011-06-22"
2,43,"2012-08-25"
3,79.66,"2011-06-22"
1,135,"2012-08-25"
3,75.04,"2012-08-25"
1,127.13,"2011-06-22"
1,126.97,"2011-06-22"
2,43.34,"2011-06-22"
2,47.99,"2011-11-08"
1,126.96,"2011-06-22"
2,50.49,"2011-11-08"
2,42.1,"2012-08-25"
2,42.77,"2012-08-25"
3,77.35,"2012-08-25"
3,71.25,"2011-11-08"
1,133.72,"2012-08-25"
3,65,"2011-11-08"
1,99.98,"2011-11-08"
1,104.99,"2011-11-08"
2,52.51,"2011-11-08"
2,42,"2011-11-08"
1,134.72,"2012-08-25"
2,50.49,"2011-11-08"
3,75.03,"2012-08-25"
1,135.34,"2011-06-23"
1,116.32,"2011-11-08"
1,99.98,"2011-11-08"
3,70.48,"2011-11-08"
2,53.4,"2011-11-08"
2,43.7,"2011-06-23"
3,72.5,"2011-06-23"
3,75,"2011-06-23"
3,58.84,"2012-03-30"
3,73,"2012-08-25"
1,99.98,"2011-11-08"
2,45.39,"2011-11-08"
1,105,"2011-11-08"
2,48.02,"2011-11-08"
3,77.77,"2011-06-23"
1,99.99,"2011-11-08"
2,49.95,"2011-11-08"
1,129.25,"2011-06-23"
3,72.5,"2011-06-23"
3,79.66,"2011-06-23"
2,40,"2011-06-23"
3,77.56,"2011-06-23"
2,47.92,"2012-03-31"
1,133.72,"2012-08-25"
2,41.17,"2012-03-31"
1,112.55,"2012-03-31"
1,116.38,"2012-03-31"
1,127.13,"2011-06-23"
1,134.37,"2011-06-23"
3,46.94,"2012-03-31"
2,47.85,"2012-03-31"
1,126.92,"2011-06-23"
3,75.99,"2012-08-25"
3,46.93,"2012-03-31"
1,133.71,"2012-08-25"
2,47.92,"2012-03-31"
2,42.1,"2012-08-25"
2,42.77,"2012-08-25"
2,47.99,"2011-11-09"
1,136,"2012-08-25"
2,43.99,"2012-03-31"
1,112.55,"2012-03-31"
3,75.04,"2012-08-25"
1,113.6,"2012-03-31"
1,104.99,"2011-11-09"
2,50.49,"2011-11-09"
2,43,"2012-08-25"
3,71.25,"2011-11-09"
2,47.92,"2012-03-31"
3,65,"2011-11-09"
2,52.51,"2011-11-09"
2,42,"2011-11-09"
1,99.98,"2011-11-09"
2,47.76,"2012-03-31"
2,46.98,"2012-03-31"
1,135.34,"2011-06-24"
3,47,"2012-03-31"
1,104.2,"2012-08-25"
2,50.49,"2011-11-09"
1,112.55,"2012-03-31"
1,116.32,"2011-11-09"
1,99.98,"2011-11-09"
3,75,"2011-06-24"
3,70.48,"2011-11-09"
2,41.17,"2012-03-31"
2,43.7,"2011-06-24"
3,72.5,"2011-06-24"
3,60.74,"2012-03-31"
2,53.4,"2011-11-09"
1,112.55,"2012-03-31"
3,77.77,"2011-06-24"
1,105,"2011-11-09"
1,99.98,"2011-11-09"
2,48.02,"2011-11-09"
1,99.99,"2011-11-09"
2,49.95,"2011-11-09"
2,45.39,"2011-11-09"
3,58.84,"2012-03-31"
3,78.83,"2011-06-24"
3,72.5,"2011-06-24"
1,135,"2011-06-24"
1,134.36,"2011-06-24"
3,77.56,"2011-06-24"
2,40,"2011-06-24"
1,127.13,"2011-06-24"
1,134.37,"2011-06-24"
2,47.99,"2011-11-10"
2,50.49,"2011-11-10"
1,135.34,"2011-06-25"
3,65,"2011-11-10"
3,75,"2011-06-25"
2,53.4,"2011-11-10"
3,71.25,"2011-11-10"
2,43.7,"2011-06-25"
3,72.5,"2011-06-25"
2,52.51,"2011-11-10"
2,42,"2011-11-10"
3,77.77,"2011-06-25"
3,78.83,"2011-06-25"
3,72.5,"2011-06-25"
2,50.49,"2011-11-10"
2,38.99,"2011-06-25"
1,135,"2011-06-25"
1,129.25,"2011-06-25"
3,76.98,"2011-06-25"
3,70.48,"2011-11-10"
2,53.4,"2011-11-10"
1,134.37,"2011-06-25"
